listing_id,locality,tier,bhk,area_sqft,furnishing,floor,metro_km,lat,lng,actual_rent,predicted_rent,error,pct_error,abs_pct_error,solo_locality,pricing_flag,median_rent,median_rent_per_sqft
178,Borivali East,budget,2,650,semi-furnished,9.0,1.17,19.224424,72.860548,64000,67204,-3204,-5.0,5.0,0,In line with model,55000.0,77.15
179,Borivali East,budget,2,640,semi-furnished,9.0,1.82,19.218602,72.859474,50000,66373,-16373,-32.7,32.7,0,Listed below model (possible underpricing),55000.0,77.15
180,Malad East,budget,2,700,semi-furnished,5.0,5.81,19.1782443,72.8720713,65000,60889,4111,6.3,6.3,0,In line with model,65000.0,92.5
181,Dahisar East,budget,1,390,semi-furnished,9.0,0.74,19.248557,72.859999,36000,38925,-2925,-8.1,8.1,0,In line with model,36000.0,88.4
182,Andheri West,mid,2,850,semi-furnished,9.0,3.99,19.125281,72.822148,69000,119866,-50866,-73.7,73.7,0,Listed below model (possible underpricing),95000.0,116.75
183,Sandesh Nagar,mid,3,1751,semi-furnished,9.0,1.87,19.08668,72.880956,251000,260874,-9874,-3.9,3.9,0,In line with model,100000.0,142.9
184,Borivali West,budget,1,536,unfurnished,9.0,2.83,,,112000,52601,59399,53.0,53.0,0,Listed above model (check overpricing),40000.0,88.9
185,Kurla West,mid,1,456,furnished,3.0,2.64,19.072327,72.876614,65000,57003,7997,12.3,12.3,0,In line with model,72500.0,140.2
186,Mulund West,budget,1,624,semi-furnished,2.0,2.76,19.16520333,72.94918667,40000,48481,-8481,-21.2,21.2,0,Listed below model (possible underpricing),62500.0,65.9
187,Mahim West,premium,5,1100,semi-furnished,19.0,0.34,19.03598,72.840055,240000,218426,21574,9.0,9.0,0,In line with model,220000.0,197.55
188,Bandra East,mid,4,2600,semi-furnished,12.0,1.05,19.062266,72.86457,250000,311688,-61688,-24.7,24.7,0,Listed below model (possible underpricing),205000.0,136.0
189,Mulund West,budget,2,688,unfurnished,15.0,3.51,19.15845,72.94743,60000,56705,3295,5.5,5.5,0,In line with model,62500.0,65.9
190,Powai,mid,4,2200,semi-furnished,7.0,2.2,19.123388,72.894532,300000,239691,60309,20.1,20.1,0,Listed above model (check overpricing),85000.0,104.0
191,Goregaon East,budget,3,950,semi-furnished,14.0,5.43,19.174215,72.865608,110000,87631,22369,20.3,20.3,0,Listed above model (check overpricing),75000.0,98.25
192,Powai,mid,3,1500,semi-furnished,20.0,4.42,19.121325,72.918361,240000,163388,76612,31.9,31.9,0,Listed above model (check overpricing),85000.0,104.0
193,Prabhadevi,premium,2,1700,semi-furnished,10.0,0.3,19.016439,72.828143,170000,299934,-129934,-76.4,76.4,0,Listed below model (possible underpricing),272500.0,183.3
194,Kanjurmarg West,budget,2,555,semi-furnished,11.0,5.57,19.130098,72.926611,65000,49634,15366,23.6,23.6,0,Listed above model (check overpricing),97000.0,90.3
195,Andheri East,budget,3,1300,furnished,6.0,0.77,19.095608,72.8761282,115000,120617,-5617,-4.9,4.9,0,In line with model,75000.0,100.0
196,Malad East,budget,1,450,unfurnished,6.0,5.29,19.187209,72.858713,36000,39567,-3567,-9.9,9.9,0,In line with model,65000.0,92.5
197,Goregaon West,budget,5,1550,furnished,35.0,4.57,19.151909,72.839993,220000,157033,62967,28.6,28.6,0,Listed above model (check overpricing),76000.0,98.2
198,Ghatkopar East,budget,5,1200,unfurnished,7.0,2.18,19.06913,72.91142,100000,114148,-14148,-14.1,14.1,0,In line with model,75000.0,83.3
199,Ghatkopar West,mid,4,2891,furnished,1101.0,4.51,19.096976,72.919728,380000,357103,22897,6.0,6.0,0,In line with model,119000.0,116.75
200,Vikhroli East,premium,5,1125,semi-furnished,11.0,4.93,19.092531,72.922302,225000,214112,10888,4.8,4.8,0,In line with model,180000.0,166.7
201,Dadar West,mid,2,950,semi-furnished,2.0,1.89,19.0865579894721,72.8810664643325,95000,111500,-16500,-17.4,17.4,0,Listed below model (possible underpricing),130000.0,122.7
202,Andheri East,budget,3,1250,semi-furnished,10.0,1.45,19.118165,72.858469,130000,109400,20600,15.8,15.8,0,Listed above model (check overpricing),75000.0,100.0
203,Jogeshwari East,budget,2,860,furnished,402.0,1.61,19.128792,72.858664,65000,84442,-19442,-29.9,29.9,0,Listed below model (possible underpricing),65000.0,100.0
204,Borivali West,budget,1,460,semi-furnished,2.0,2.53,19.2151224,72.850671,31000,38654,-7654,-24.7,24.7,0,Listed below model (possible underpricing),40000.0,88.9
205,Kanjurmarg West,budget,3,1129,semi-furnished,7.0,6.24,19.136516,72.932046,107000,100668,6332,5.9,5.9,0,In line with model,97000.0,90.3
206,Powai,mid,2,1100,furnished,1.0,1.67,19.116996,72.891654,77000,119618,-42618,-55.3,55.3,0,Listed below model (possible underpricing),85000.0,104.0
207,Goregaon West,budget,1,460,semi-furnished,3.0,4.75,19.16519,72.85585,45000,40433,4567,10.1,10.1,0,In line with model,76000.0,98.2
208,Kanjurmarg East,budget,2,785,furnished,31.0,6.47,19.133424,72.9348,80000,73868,6132,7.7,7.7,0,In line with model,73000.0,92.3
209,Malad West,budget,2,800,furnished,5.0,5.41,19.194852,72.833436,62000,74878,-12878,-20.8,20.8,0,Listed below model (possible underpricing),60000.0,94.1
210,Sakinaka,mid,1,470,furnished,5.0,1.07,19.10262057,72.88663818,52000,53994,-1994,-3.8,3.8,0,In line with model,65000.0,108.2
211,Borivali West,budget,1,430,unfurnished,1.0,2.28,19.21757355,72.85110619,31000,38628,-7628,-24.6,24.6,0,Listed below model (possible underpricing),40000.0,88.9
212,Andheri West,mid,2,800,furnished,11.0,2.97,19.121752,72.831366,125000,95840,29160,23.3,23.3,0,Listed above model (check overpricing),95000.0,116.75
213,Malad East,budget,2,900,unfurnished,10.0,5.66,19.175479,72.861199,65000,80775,-15775,-24.3,24.3,0,Listed below model (possible underpricing),65000.0,92.5
214,Andheri West,mid,3,2200,furnished,27.0,4.75,19.141109,72.828539,350000,262925,87075,24.9,24.9,0,Listed above model (check overpricing),95000.0,116.75
215,Chandivali,budget,2,700,semi-furnished,18.0,2.18,19.105945,72.899131,82000,60249,21751,26.5,26.5,0,Listed above model (check overpricing),82000.0,94.4
216,Jogeshwari East,budget,2,760,semi-furnished,10.0,2.08,19.138506,72.859044,60000,68634,-8634,-14.4,14.4,0,In line with model,65000.0,100.0
217,Andheri East,budget,1,550,unfurnished,18.0,0.16,19.116367,72.872539,55000,46290,8710,15.8,15.8,0,Listed above model (check overpricing),75000.0,100.0
218,Sandesh Nagar,mid,3,1500,unfurnished,15.0,1.89,19.0865579894721,72.8810664643325,100000,180913,-80913,-80.9,80.9,0,Listed below model (possible underpricing),100000.0,142.9
219,Lokhandwala,premium,2,650,unfurnished,15.0,5.25,19.14499,72.82604,100000,99024,976,1.0,1.0,1,In line with model,100000.0,153.8
220,Kanjurmarg East,budget,5,537,semi-furnished,2302.0,6.5,19.1333849626996,72.9351273363531,52000,81320,-29320,-56.4,56.4,0,Listed below model (possible underpricing),73000.0,92.3
221,Powai,mid,2,900,furnished,7.0,4.92,19.126154,72.921526,60000,105826,-45826,-76.4,76.4,0,Listed below model (possible underpricing),85000.0,104.0
222,Marol,mid,3,1180,furnished,10.0,1.1,19.1173012,72.8840395,120000,136571,-16571,-13.8,13.8,0,In line with model,82000.0,101.7
223,Jogeshwari East,budget,2,800,unfurnished,10.0,1.8,19.137776,72.861949,75000,72763,2237,3.0,3.0,0,In line with model,65000.0,100.0
224,Andheri East,budget,2,830,semi-furnished,1603.0,1.38,19.126007,72.860545,80000,82424,-2424,-3.0,3.0,0,In line with model,75000.0,100.0
225,Andheri East,budget,1,485,furnished,8.0,1.34,19.11837291,72.88631694,60000,43438,16562,27.6,27.6,0,Listed above model (check overpricing),75000.0,100.0
226,Andheri West,mid,3,1150,semi-furnished,4.0,4.82,19.148253,72.834308,95000,130765,-35765,-37.6,37.6,0,Listed below model (possible underpricing),95000.0,116.75
227,Bhandup West,budget,2,700,semi-furnished,10.0,4.65,19.149826,72.941431,45000,57468,-12468,-27.7,27.7,0,Listed below model (possible underpricing),46500.0,65.5
228,Andheri East,budget,1,550,furnished,10.0,1.98,19.127877,72.854956,55000,51405,3595,6.5,6.5,0,In line with model,75000.0,100.0
229,Bhandup East,budget,1,650,semi-furnished,5.0,4.65,19.1478965967391,72.9460864346954,25000,47250,-22250,-89.0,89.0,0,Listed below model (possible underpricing),25000.0,41.5
230,Bhandup West,budget,2,1000,semi-furnished,10.0,4.34,19.152539,72.942231,48000,79617,-31617,-65.9,65.9,0,Listed below model (possible underpricing),46500.0,65.5
231,Malad West,budget,2,680,unfurnished,5.0,5.5,19.191742,72.837065,61000,60189,811,1.3,1.3,0,In line with model,60000.0,94.1
232,Powai,mid,1,650,semi-furnished,3.0,2.87,19.1165788,72.9045095,37000,68494,-31494,-85.1,85.1,0,Listed below model (possible underpricing),85000.0,104.0
233,Ghatkopar East,budget,3,1080,semi-furnished,7.0,2.18,19.06913,72.91142,85000,93430,-8430,-9.9,9.9,0,In line with model,75000.0,83.3
234,Malad West,budget,2,700,semi-furnished,20.0,5.88,19.189026,72.834793,80000,62105,17895,22.4,22.4,0,Listed above model (check overpricing),60000.0,94.1
235,Powai,mid,2,850,furnished,1.0,1.67,19.116996,72.891654,78000,98262,-20262,-26.0,26.0,0,Listed below model (possible underpricing),85000.0,104.0
236,Goregaon East,budget,2,850,furnished,18.0,5.35,19.1719575,72.858704,90000,79925,10075,11.2,11.2,0,In line with model,75000.0,98.25
237,Andheri East,budget,1,600,furnished,10.0,0.94,19.114651,72.884754,77000,55007,21993,28.6,28.6,0,Listed above model (check overpricing),75000.0,100.0
238,Andheri West,mid,2,665,semi-furnished,18.0,4.52,19.146006,72.836274,75000,74378,622,0.8,0.8,0,In line with model,95000.0,116.75
239,Bhandup East,budget,2,800,furnished,1.0,4.24,19.150842,72.9489292,37000,64883,-27883,-75.4,75.4,0,Listed below model (possible underpricing),25000.0,41.5
240,Chembur,mid,2,850,unfurnished,5.0,0.97,19.055013,72.912447,70000,94474,-24474,-35.0,35.0,0,Listed below model (possible underpricing),85000.0,104.2
241,Goregaon West,budget,2,750,semi-furnished,6.0,4.55,19.154588,72.842697,85000,66204,18796,22.1,22.1,0,Listed above model (check overpricing),76000.0,98.2
242,Prabhadevi,premium,2,750,semi-furnished,9.0,0.25,19.016624,72.833205,120000,142110,-22110,-18.4,18.4,0,Listed below model (possible underpricing),272500.0,183.3
243,Marol,mid,2,860,furnished,10.0,0.9,19.10967,72.870082,85000,94394,-9394,-11.1,11.1,0,In line with model,82000.0,101.7
244,Wadala,mid,5,1600,semi-furnished,15.0,0.92,19.03757,72.879046,190000,204545,-14545,-7.7,7.7,0,In line with model,160000.0,131.15
245,Amboli,mid,2,665,semi-furnished,10.0,2.75,19.128238,72.843019,75000,72777,2223,3.0,3.0,1,In line with model,75000.0,112.8
246,Powai,mid,2,845,furnished,7.0,1.82,19.1163302372328,72.8937535899656,68000,96581,-28581,-42.0,42.0,0,Listed below model (possible underpricing),85000.0,104.0
247,Andheri West,mid,1,500,furnished,3.0,4.37,19.129,72.82039,65000,57373,7627,11.7,11.7,0,In line with model,95000.0,116.75
248,Malad West,budget,2,650,furnished,5.0,6.47,19.182189,72.8365,61000,61990,-990,-1.6,1.6,0,In line with model,60000.0,94.1
249,Worli,premium,2,892,unfurnished,14.0,1.21,19.00401,72.82973,225000,194675,30325,13.5,13.5,0,In line with model,290250.0,251.8
250,Sandesh Nagar,mid,3,886,semi-furnished,1604.0,1.89,19.0865579894721,72.8810664643325,125000,125723,-723,-0.6,0.6,0,In line with model,100000.0,142.9
251,Chandivali,budget,2,760,furnished,4.0,1.22,19.108241,72.890161,85000,70832,14168,16.7,16.7,0,Listed above model (check overpricing),82000.0,94.4
252,Andheri East,budget,3,1350,semi-furnished,5.0,0.91,19.1223445788998,72.8659385482862,110000,116875,-6875,-6.2,6.2,0,In line with model,75000.0,100.0
253,Chembur,mid,2,750,semi-furnished,4.0,0.6,19.057839,72.896969,80000,80265,-265,-0.3,0.3,0,In line with model,85000.0,104.2
254,Girgaon,mid,1,580,unfurnished,5.0,0.59,18.96024139,72.82272039,75000,56955,18045,24.1,24.1,1,Listed above model (check overpricing),75000.0,129.3
255,Goregaon West,budget,3,1100,furnished,6.0,5.91,19.162673,72.833025,100000,109924,-9924,-9.9,9.9,0,In line with model,76000.0,98.2
256,Oshiwara,mid,2,655,semi-furnished,10.0,4.39,19.149183,72.839948,60000,79915,-19915,-33.2,33.2,0,Listed below model (possible underpricing),120000.0,141.8
257,Khar West,premium,2,700,furnished,9.0,1.63,19.0699819,72.8338084,140000,139502,498,0.4,0.4,0,In line with model,140000.0,200.0
258,Andheri West,mid,2,750,furnished,10.0,4.38,19.1353,72.8263,99000,90058,8942,9.0,9.0,0,In line with model,95000.0,116.75
259,Andheri West,mid,3,870,semi-furnished,8.0,4.86,19.147222,72.833323,120000,101185,18815,15.7,15.7,0,Listed above model (check overpricing),95000.0,116.75
260,Santacruz West,premium,2,700,semi-furnished,9.0,1.09,19.0840704,72.8380186,130000,105076,24924,19.2,19.2,0,Listed above model (check overpricing),177500.0,159.5
261,Goregaon West,budget,2,655,semi-furnished,3.0,4.19,19.152677,72.845508,60000,58638,1362,2.3,2.3,0,In line with model,76000.0,98.2
262,Chembur,mid,2,712,semi-furnished,2.0,0.76,19.057444,72.905727,68000,75665,-7665,-11.3,11.3,0,In line with model,85000.0,104.2
263,Bandra West,premium,2,700,furnished,4.0,2.38,19.0595596,72.8295287,175000,134006,40994,23.4,23.4,0,Listed above model (check overpricing),175000.0,188.2
264,Malad West,budget,2,650,semi-furnished,5.0,6.58,19.180973,72.836672,56000,57307,-1307,-2.3,2.3,0,In line with model,60000.0,94.1
265,Mahalaxmi,premium,4,1878,semi-furnished,18.0,0.43,18.983085,72.826831,425000,363076,61924,14.6,14.6,0,In line with model,350000.0,226.3
266,Parel,premium,2,950,semi-furnished,14.0,2.35,19.004946,72.850021,150000,152447,-2447,-1.6,1.6,0,In line with model,135000.0,157.9
267,Andheri West,mid,5,600,furnished,4.0,5.17,19.1363,72.81685,65000,83637,-18637,-28.7,28.7,0,Listed below model (possible underpricing),95000.0,116.75
268,Lower Parel,premium,2,1325,semi-furnished,9.0,0.83,19.003329,72.824829,300000,214432,85568,28.5,28.5,0,Listed above model (check overpricing),280000.0,181.35
269,Goregaon West,budget,1,418,semi-furnished,3.0,4.6,19.156778,72.844484,42000,36449,5551,13.2,13.2,0,In line with model,76000.0,98.2
270,Juhu,premium,3,1500,semi-furnished,10.0,2.46,19.11373667,72.83215167,200000,274774,-74774,-37.4,37.4,0,Listed below model (possible underpricing),212500.0,190.5
271,Juhu,premium,5,2200,semi-furnished,15.0,2.14,19.111011,72.834394,500000,422296,77704,15.5,15.5,0,Listed above model (check overpricing),212500.0,190.5
272,Andheri West,mid,2,688,furnished,1.0,3.37,19.130477,72.835302,75000,82848,-7848,-10.5,10.5,0,In line with model,95000.0,116.75
273,Goregaon West,budget,2,678,semi-furnished,8.0,5.26,19.160057,72.838952,70000,60948,9052,12.9,12.9,0,In line with model,76000.0,98.2
274,Andheri East,budget,1,500,furnished,5.0,1.13,19.122926,72.884015,70000,44496,25504,36.4,36.4,0,Listed above model (check overpricing),75000.0,100.0
275,Goregaon West,budget,2,600,furnished,20.0,3.92,19.150452,72.846794,77000,57900,19100,24.8,24.8,0,Listed above model (check overpricing),76000.0,98.2
276,Andheri West,mid,3,1320,furnished,24.0,3.85,19.130583,72.828359,160000,163476,-3476,-2.2,2.2,0,In line with model,95000.0,116.75
277,Chembur,mid,2,790,semi-furnished,3.0,2.02,19.03281,72.896357,85000,85015,-15,-0.0,0.0,0,In line with model,85000.0,104.2
278,Andheri East,budget,2,820,furnished,5.0,1.13,19.1156539,72.8629943,93000,77025,15975,17.2,17.2,0,Listed above model (check overpricing),75000.0,100.0
279,Goregaon West,budget,2,870,semi-furnished,8.0,6.38,19.169371,72.834011,75000,75914,-914,-1.2,1.2,0,In line with model,76000.0,98.2
280,Malad West,budget,2,810,semi-furnished,48.0,5.56,19.19163,72.836138,80000,71142,8858,11.1,11.1,0,In line with model,60000.0,94.1
281,Goregaon West,budget,3,890,semi-furnished,6.0,5.3,19.160497,72.838856,90000,82373,7627,8.5,8.5,0,In line with model,76000.0,98.2
282,Chandivali,budget,2,860,semi-furnished,1502.0,1.22,19.108241,72.890161,77000,82525,-5525,-7.2,7.2,0,In line with model,82000.0,94.4
283,Bhandup East,budget,1,650,semi-furnished,1.0,4.26,19.150845,72.94821333,27000,47340,-20340,-75.3,75.3,0,Listed below model (possible underpricing),25000.0,41.5
284,Goregaon West,budget,2,750,semi-furnished,8.0,5.78,19.170029,72.844492,65000,66722,-1722,-2.6,2.6,0,In line with model,76000.0,98.2
285,Malad West,budget,3,1200,furnished,5.0,6.98,19.176052,72.833683,115000,115090,-90,-0.1,0.1,0,In line with model,60000.0,94.1
286,Khar West,premium,3,950,semi-furnished,10.0,1.54,19.073643,72.833742,210000,179819,30181,14.4,14.4,0,In line with model,140000.0,200.0
287,Bandra West,premium,2,700,furnished,2.0,2.38,19.0595596,72.8295287,130000,141449,-11449,-8.8,8.8,0,In line with model,175000.0,188.2
288,Malad West,budget,1,420,semi-furnished,6.0,6.58,19.174173,72.837401,46000,36475,9525,20.7,20.7,0,Listed above model (check overpricing),60000.0,94.1
289,Khar West,premium,2,700,furnished,6.0,1.63,19.0699819,72.8338084,140001,137461,2540,1.8,1.8,0,In line with model,140000.0,200.0
290,Andheri West,mid,1,450,unfurnished,5.0,4.09,19.139922,72.837655,45000,50549,-5549,-12.3,12.3,0,In line with model,95000.0,116.75
291,Andheri West,mid,2,600,semi-furnished,16.0,4.52,19.146006,72.836274,75000,68713,6287,8.4,8.4,0,In line with model,95000.0,116.75
292,Malad West,budget,1,460,furnished,11.0,6.63,19.18017,72.83739,45000,44183,817,1.8,1.8,0,In line with model,60000.0,94.1
293,Malad West,budget,2,700,furnished,1.0,5.93,19.19101,72.83059,57000,68032,-11032,-19.4,19.4,0,Listed below model (possible underpricing),60000.0,94.1
294,Andheri West,mid,2,655,semi-furnished,8.0,3.03,19.124326,72.832874,90000,72299,17701,19.7,19.7,0,Listed above model (check overpricing),95000.0,116.75
295,Goregaon West,budget,3,1100,semi-furnished,24.0,4.85,19.157057,72.841289,110000,98240,11760,10.7,10.7,0,In line with model,76000.0,98.2
296,Kanjurmarg West,budget,3,1129,semi-furnished,3.0,6.24,19.136516,72.932046,103000,99882,3118,3.0,3.0,0,In line with model,97000.0,90.3
297,Khar West,premium,1,500,furnished,1.0,1.63,19.0699819,72.8338084,70000,99144,-29144,-41.6,41.6,0,Listed below model (possible underpricing),140000.0,200.0
298,Sakinaka,mid,2,790,semi-furnished,7.0,1.27,19.099471,72.886125,73000,83164,-10164,-13.9,13.9,0,In line with model,65000.0,108.2
299,Malad West,budget,2,725,semi-furnished,10.0,5.88,19.189026,72.834793,75000,64360,10640,14.2,14.2,0,In line with model,60000.0,94.1
300,Malad East,budget,1,400,furnished,4.0,5.62,19.175192,72.861546,45000,37886,7114,15.8,15.8,0,Listed above model (check overpricing),65000.0,92.5
301,Chandivali,budget,2,950,furnished,6.0,2.08,19.0991692,72.8957363,75000,90236,-15236,-20.3,20.3,0,Listed below model (possible underpricing),82000.0,94.4
302,Marine Lines,mid,5,750,furnished,2.0,0.33,18.9435802647953,72.826117304542,120000,97962,22038,18.4,18.4,0,Listed above model (check overpricing),110000.0,130.0
303,Versova,premium,2,650,furnished,20.0,4.99,19.132519,72.815835,99000,110393,-11393,-11.5,11.5,0,In line with model,99000.0,145.5
304,Malad East,budget,1,380,furnished,4.0,5.8,19.17739342,72.86457693,32000,35400,-3400,-10.6,10.6,0,In line with model,65000.0,92.5
305,Juhu,premium,3,1200,semi-furnished,4.0,3.21,19.1137246339646,72.8246669852848,225000,219239,5761,2.6,2.6,0,In line with model,212500.0,190.5
306,Kurla East,mid,2,650,furnished,4.0,1.25,19.064803,72.889027,60000,86206,-26206,-43.7,43.7,0,Listed below model (possible underpricing),60000.0,120.95
307,Juhu,premium,2,700,furnished,4.0,2.87,19.1048146,72.8267098,150000,136742,13258,8.8,8.8,0,In line with model,212500.0,190.5
308,Bandra West,premium,1,500,furnished,1.0,2.38,19.0595596,72.8295287,120001,94259,25742,21.5,21.5,0,Listed above model (check overpricing),175000.0,188.2
309,Goregaon West,budget,2,600,furnished,10.0,3.92,19.150452,72.846794,77000,55997,21003,27.3,27.3,0,Listed above model (check overpricing),76000.0,98.2
310,Chembur,mid,2,1020,semi-furnished,12.0,0.73,19.057756,72.904474,70000,107607,-37607,-53.7,53.7,0,Listed below model (possible underpricing),85000.0,104.2
311,Bandra West,premium,1,500,semi-furnished,1.0,2.38,19.0595596,72.8295287,85000,90415,-5415,-6.4,6.4,0,In line with model,175000.0,188.2
312,Navin Nagar,premium,2,700,semi-furnished,6.0,1.09,19.0840704,72.8380186,175000,123736,51264,29.3,29.3,0,Listed above model (check overpricing),150000.0,214.3
313,Borivali East,budget,2,1050,furnished,7.0,0.66,19.22873,72.8624166,60000,90850,-30850,-51.4,51.4,0,Listed below model (possible underpricing),55000.0,77.15
314,Malad West,budget,2,655,semi-furnished,20.0,5.5,19.191742,72.837065,65000,58302,6698,10.3,10.3,0,In line with model,60000.0,94.1
315,Vikhroli East,premium,5,1125,semi-furnished,14.0,4.93,19.092531,72.922302,222000,214167,7833,3.5,3.5,0,In line with model,180000.0,166.7
316,Bandra West,premium,2,1194,furnished,4.0,2.05,19.0627269778922,72.8314566693355,200000,225988,-25988,-13.0,13.0,0,In line with model,175000.0,188.2
317,Khar West,premium,2,700,furnished,2.0,1.63,19.0699819,72.8338084,100000,140864,-40864,-40.9,40.9,0,Listed below model (possible underpricing),140000.0,200.0
318,Goregaon West,budget,5,1550,semi-furnished,29.0,4.57,19.151909,72.839993,150000,154389,-4389,-2.9,2.9,0,In line with model,76000.0,98.2
319,Lower Parel,premium,3,2600,semi-furnished,27.0,0.93,19.0078,72.832977,390000,445349,-55349,-14.2,14.2,0,In line with model,280000.0,181.35
320,Bandra East,mid,1,422,semi-furnished,20.0,0.66,19.059421,72.84853,55000,50807,4193,7.6,7.6,0,In line with model,205000.0,136.0
321,Malad West,budget,1,430,semi-furnished,10.0,6.72,19.178054,72.840716,41000,37307,3693,9.0,9.0,0,In line with model,60000.0,94.1
322,Andheri West,mid,2,655,semi-furnished,8.0,3.15,19.131432,72.841207,75000,72978,2022,2.7,2.7,0,In line with model,95000.0,116.75
323,Andheri West,mid,2,650,semi-furnished,10.0,2.89,19.128,72.8397,75000,71743,3257,4.3,4.3,0,In line with model,95000.0,116.75
324,Lower Parel,premium,3,2979,semi-furnished,27.0,0.93,19.0078,72.832977,400000,504317,-104317,-26.1,26.1,0,Listed below model (possible underpricing),280000.0,181.35
325,Navin Nagar,premium,2,700,semi-furnished,9.0,1.09,19.0840704,72.8380186,125000,146642,-21642,-17.3,17.3,0,Listed below model (possible underpricing),150000.0,214.3
326,Andheri West,mid,2,675,semi-furnished,14.0,3.21,19.126351,72.832606,110000,74510,35490,32.3,32.3,0,Listed above model (check overpricing),95000.0,116.75
327,Bhandup East,budget,1,600,semi-furnished,4.0,4.65,19.1469541,72.94898189999999,25000,44619,-19619,-78.5,78.5,0,Listed below model (possible underpricing),25000.0,41.5
328,Khar West,premium,3,1100,semi-furnished,11.0,1.63,19.0699819,72.8338084,300000,206570,93430,31.1,31.1,0,Listed above model (check overpricing),140000.0,200.0
329,Goregaon West,budget,2,700,semi-furnished,6.0,5.78,19.170029,72.844492,65000,62434,2566,3.9,3.9,0,In line with model,76000.0,98.2
330,Andheri East,budget,2,800,semi-furnished,13.0,0.48,19.1136111,72.8713889,66000,69321,-3321,-5.0,5.0,0,In line with model,75000.0,100.0
331,Satya Nagar,budget,1,460,unfurnished,1.0,0.61,19.103635,72.859669,31000,39811,-8811,-28.4,28.4,1,Listed below model (possible underpricing),31000.0,67.4
332,Worli,premium,2,900,semi-furnished,3.0,0.5,18.995137,72.813884,125000,188795,-63795,-51.0,51.0,0,Listed below model (possible underpricing),290250.0,251.8
333,Bandra West,premium,4,1703,unfurnished,13.0,2.37,19.05950333,72.82967167,600000,322514,277486,46.2,46.2,0,Listed above model (check overpricing),175000.0,188.2
334,Malad East,budget,2,757,semi-furnished,15.0,5.79,19.178041,72.871778,70000,66005,3995,5.7,5.7,0,In line with model,65000.0,92.5
335,Goregaon West,budget,2,645,semi-furnished,10.0,5.7,19.167242,72.841577,60000,57936,2064,3.4,3.4,0,In line with model,76000.0,98.2
336,Bandra West,premium,2,850,semi-furnished,7.0,1.8,19.062862,72.833944,160000,154243,5757,3.6,3.6,0,In line with model,175000.0,188.2
337,Vikhroli East,premium,5,1125,semi-furnished,17.0,4.93,19.092531,72.922302,219000,211896,7104,3.2,3.2,0,In line with model,180000.0,166.7
338,Andheri West,mid,2,670,semi-furnished,5.0,2.39,19.125447,72.844829,70000,76232,-6232,-8.9,8.9,0,In line with model,95000.0,116.75
339,Kanjurmarg West,budget,3,1129,semi-furnished,14.0,6.24,19.136516,72.932046,97000,100988,-3988,-4.1,4.1,0,In line with model,97000.0,90.3
340,Goregaon West,budget,1,400,semi-furnished,6.0,5.89,19.1661439211859,72.837214454462,41000,35797,5203,12.7,12.7,0,In line with model,76000.0,98.2
341,Bandra West,premium,2,700,unfurnished,2.0,2.38,19.0595596,72.8295287,40000,132738,-92738,-231.8,231.8,0,Listed below model (possible underpricing),175000.0,188.2
342,Andheri West,mid,2,725,furnished,10.0,5.48,19.15352,72.830454,80000,87582,-7582,-9.5,9.5,0,In line with model,95000.0,116.75
343,Powai,mid,2,850,furnished,1.0,1.67,19.116996,72.891654,76000,98262,-22262,-29.3,29.3,0,Listed below model (possible underpricing),85000.0,104.0
344,Tilak Nagar,mid,2,750,semi-furnished,4.0,1.98,19.071689,72.896186,85000,80904,4096,4.8,4.8,1,In line with model,85000.0,113.3
345,Andheri West,mid,5,785,semi-furnished,9.0,2.89,19.1277,72.8391,80000,99368,-19368,-24.2,24.2,0,Listed below model (possible underpricing),95000.0,116.75
346,Goregaon East,budget,1,450,furnished,7.0,5.82,19.177784,72.865787,48000,41491,6509,13.6,13.6,0,In line with model,75000.0,98.25
347,Khar West,premium,1,500,unfurnished,3.0,1.63,19.0699819,72.8338084,60000,95792,-35792,-59.7,59.7,0,Listed below model (possible underpricing),140000.0,200.0
348,Kandivali East,budget,3,1012,semi-furnished,22.0,4.13,19.198204,72.855462,100000,82042,17958,18.0,18.0,0,Listed above model (check overpricing),71500.0,52.15
349,Bandra West,premium,1,200,furnished,1.0,2.38,19.0595596,72.8295287,45000,39886,5114,11.4,11.4,0,In line with model,175000.0,188.2
350,Oshiwara,mid,2,650,semi-furnished,12.0,4.39,19.149183,72.839948,60000,80218,-20218,-33.7,33.7,0,Listed below model (possible underpricing),120000.0,141.8
351,Bandra West,premium,3,1600,semi-furnished,12.0,2.09,19.063337,72.830786,345000,281495,63505,18.4,18.4,0,Listed above model (check overpricing),175000.0,188.2
352,Powai,mid,4,2400,furnished,17.0,2.2,19.123388,72.894532,300000,275122,24878,8.3,8.3,0,In line with model,85000.0,104.0
353,Goregaon West,budget,1,418,semi-furnished,6.0,4.9,19.161335,72.845833,42000,37252,4748,11.3,11.3,0,In line with model,76000.0,98.2
354,Ghatkopar West,mid,4,2200,furnished,10.0,4.51,19.097797,72.920018,358000,266415,91585,25.6,25.6,0,Listed above model (check overpricing),119000.0,116.75
355,Andheri West,mid,2,550,semi-furnished,8.0,3.41,19.127833,72.831458,60000,62129,-2129,-3.5,3.5,0,In line with model,95000.0,116.75
356,Marol,mid,2,750,furnished,6.0,1.22,19.1165719,72.8865006,85000,86444,-1444,-1.7,1.7,0,In line with model,82000.0,101.7
